AssetID,ClientID,AssetName,AssetType,AssetEnvironment,AssetBusinessCriticality,AssetIPAddressOrHostname,AssetStatus
753,123,ROU-123-00753,Router,Prod,Medium,10.123.2.241,Active
754,140,DAT-140-00754,Database,Dev,High,DAT-140-00754,Active
755,191,SER-191-00755,Server,Prod,Low,SER-191-00755,Active
756,168,ROU-168-00756,Router,Dev,Medium,ROU-168-00756,Retired
757,40,DAT-040-00757,Database,Dev,Medium,10.40.2.245,Active
758,109,WEB-109-00758,WebApp,Dev,Low,WEB-109-00758,Active
759,53,DAT-053-00759,Database,Staging,High,DAT-053-00759,Planned
760,143,CLO-143-00760,CloudVM,Dev,Medium,10.143.2.248,Active
761,199,DAT-199-00761,Database,Test,Low,DAT-199-00761,Active
762,59,CLO-059-00762,CloudVM,Test,High,CLO-059-00762,Active
763,103,WEB-103-00763,WebApp,Prod,High,WEB-103-00763,Planned
764,163,SER-163-00764,Server,Prod,High,10.163.2.252,Active
765,154,DAT-154-00765,Database,Prod,High,DAT-154-00765,Active
766,95,WOR-095-00766,Workstation,Prod,Low,WOR-095-00766,Active
767,103,SWI-103-00767,Switch,Prod,High,10.103.2.255,Active
768,113,SER-113-00768,Server,Test,Low,10.113.3.0,Active
769,133,SWI-133-00769,Switch,Test,High,10.133.3.1,Active
770,131,ROU-131-00770,Router,Test,Low,ROU-131-00770,Active
771,62,SER-062-00771,Server,Test,High,10.62.3.3,Active
772,200,DAT-200-00772,Database,Dev,Low,DAT-200-00772,Retired
773,151,ROU-151-00773,Router,Prod,Low,10.151.3.5,Active
774,24,SWI-024-00774,Switch,Dev,Medium,10.24.3.6,Active
775,71,ROU-071-00775,Router,Test,Medium,10.71.3.7,Active
776,148,SER-148-00776,Server,Dev,High,10.148.3.8,Active
777,28,WOR-028-00777,Workstation,Dev,Medium,10.28.3.9,Active
778,132,SWI-132-00778,Switch,Dev,Low,10.132.3.10,Active
779,97,CLO-097-00779,CloudVM,Test,Medium,10.97.3.11,Active
780,118,CLO-118-00780,CloudVM,Prod,Medium,CLO-118-00780,Active
781,18,DAT-018-00781,Database,Test,Low,10.18.3.13,Active
782,81,DAT-081-00782,Database,Dev,Low,10.81.3.14,Active
783,180,SWI-180-00783,Switch,Test,Medium,SWI-180-00783,Active
784,173,WEB-173-00784,WebApp,Prod,Low,10.173.3.16,Retired
785,122,WEB-122-00785,WebApp,Dev,High,10.122.3.17,Active
786,69,FIR-069-00786,Firewall,Test,Medium,10.69.3.18,Retired
787,61,ROU-061-00787,Router,Dev,High,ROU-061-00787,Retired
788,64,WEB-064-00788,WebApp,Test,High,WEB-064-00788,Active
789,21,CLO-021-00789,CloudVM,Prod,Low,10.21.3.21,Active
790,124,WEB-124-00790,WebApp,Dev,Medium,10.124.3.22,Active
791,148,SWI-148-00791,Switch,Staging,High,10.148.3.23,Active
792,131,SWI-131-00792,Switch,Staging,High,10.131.3.24,Active
793,33,SER-033-00793,Server,Staging,Medium,10.33.3.25,Active
794,9,WEB-009-00794,WebApp,Staging,Low,10.9.3.26,Active
795,118,WOR-118-00795,Workstation,Staging,Medium,10.118.3.27,Active
796,4,ROU-004-00796,Router,Staging,Low,ROU-004-00796,Active
797,93,SWI-093-00797,Switch,Test,Low,SWI-093-00797,Active
798,69,CLO-069-00798,CloudVM,Dev,Medium,CLO-069-00798,Active
799,109,ROU-109-00799,Router,Staging,Low,10.109.3.31,Active
800,94,DAT-094-00800,Database,Dev,Medium,DAT-094-00800,Active
801,34,ROU-034-00801,Router,Prod,Low,ROU-034-00801,Active
802,61,DAT-061-00802,Database,Staging,High,DAT-061-00802,Retired
803,190,FIR-190-00803,Firewall,Staging,High,FIR-190-00803,Active
804,128,FIR-128-00804,Firewall,Dev,Medium,FIR-128-00804,Active
805,144,SER-144-00805,Server,Staging,High,10.144.3.37,Active
806,16,ROU-016-00806,Router,Dev,Medium,10.16.3.38,Active
807,25,CLO-025-00807,CloudVM,Dev,Medium,CLO-025-00807,Planned
808,144,SWI-144-00808,Switch,Dev,High,10.144.3.40,Active
809,90,ROU-090-00809,Router,Test,Medium,ROU-090-00809,Retired
810,173,CLO-173-00810,CloudVM,Staging,High,CLO-173-00810,Active
811,74,CLO-074-00811,CloudVM,Test,High,10.74.3.43,Active
812,87,DAT-087-00812,Database,Staging,High,DAT-087-00812,Active
813,88,ROU-088-00813,Router,Dev,Medium,10.88.3.45,Active
814,182,SWI-182-00814,Switch,Staging,Medium,10.182.3.46,Active
815,200,WEB-200-00815,WebApp,Staging,Medium,WEB-200-00815,Retired
816,6,FIR-006-00816,Firewall,Test,Low,FIR-006-00816,Retired
817,191,WOR-191-00817,Workstation,Test,High,WOR-191-00817,Active
818,25,WOR-025-00818,Workstation,Staging,Low,WOR-025-00818,Planned
819,198,DAT-198-00819,Database,Prod,High,DAT-198-00819,Retired
820,40,WOR-040-00820,Workstation,Staging,Medium,WOR-040-00820,Active
821,189,SWI-189-00821,Switch,Staging,Low,SWI-189-00821,Active
822,135,FIR-135-00822,Firewall,Prod,High,10.135.3.54,Active
823,84,CLO-084-00823,CloudVM,Staging,Low,10.84.3.55,Active
824,141,CLO-141-00824,CloudVM,Test,Low,10.141.3.56,Active
825,152,CLO-152-00825,CloudVM,Staging,Low,10.152.3.57,Active
826,137,SWI-137-00826,Switch,Dev,Medium,10.137.3.58,Active
827,23,CLO-023-00827,CloudVM,Dev,Medium,10.23.3.59,Active
828,40,SWI-040-00828,Switch,Prod,High,10.40.3.60,Active
829,195,FIR-195-00829,Firewall,Dev,Medium,10.195.3.61,Retired
830,3,CLO-003-00830,CloudVM,Staging,Medium,CLO-003-00830,Retired
831,111,SWI-111-00831,Switch,Test,High,10.111.3.63,Active
832,49,DAT-049-00832,Database,Staging,Medium,DAT-049-00832,Retired
833,184,DAT-184-00833,Database,Staging,High,DAT-184-00833,Active
834,109,ROU-109-00834,Router,Dev,Medium,10.109.3.66,Active
835,137,SWI-137-00835,Switch,Staging,High,10.137.3.67,Active
836,47,FIR-047-00836,Firewall,Dev,High,10.47.3.68,Active
837,159,CLO-159-00837,CloudVM,Dev,Low,10.159.3.69,Active
838,49,WEB-049-00838,WebApp,Prod,High,WEB-049-00838,Active
839,137,SER-137-00839,Server,Test,High,SER-137-00839,Active
840,33,CLO-033-00840,CloudVM,Prod,High,CLO-033-00840,Active
841,4,CLO-004-00841,CloudVM,Test,Medium,10.4.3.73,Active
842,128,WEB-128-00842,WebApp,Staging,Low,10.128.3.74,Active
843,85,WOR-085-00843,Workstation,Test,High,WOR-085-00843,Active
844,101,WOR-101-00844,Workstation,Staging,High,WOR-101-00844,Active
845,65,DAT-065-00845,Database,Prod,High,10.65.3.77,Active
846,183,ROU-183-00846,Router,Staging,Medium,ROU-183-00846,Active
847,9,ROU-009-00847,Router,Staging,Low,10.9.3.79,Active
848,134,ROU-134-00848,Router,Staging,Medium,10.134.3.80,Active
849,80,WEB-080-00849,WebApp,Test,Low,10.80.3.81,Active
850,191,WOR-191-00850,Workstation,Dev,Medium,10.191.3.82,Active
851,51,WEB-051-00851,WebApp,Prod,Low,WEB-051-00851,Active
852,29,ROU-029-00852,Router,Staging,Medium,ROU-029-00852,Active
853,71,WOR-071-00853,Workstation,Staging,High,WOR-071-00853,Active
854,11,CLO-011-00854,CloudVM,Test,Medium,10.11.3.86,Active
855,64,FIR-064-00855,Firewall,Staging,High,10.64.3.87,Active
856,87,SER-087-00856,Server,Prod,Medium,10.87.3.88,Active
857,180,WOR-180-00857,Workstation,Test,Medium,WOR-180-00857,Active
858,143,WEB-143-00858,WebApp,Staging,Low,WEB-143-00858,Active
859,177,DAT-177-00859,Database,Dev,Low,DAT-177-00859,Retired
860,11,CLO-011-00860,CloudVM,Staging,Low,CLO-011-00860,Active
861,179,CLO-179-00861,CloudVM,Test,Low,CLO-179-00861,Active
862,90,WEB-090-00862,WebApp,Staging,Medium,10.90.3.94,Active
863,154,FIR-154-00863,Firewall,Prod,Low,FIR-154-00863,Active
864,76,SWI-076-00864,Switch,Dev,Medium,SWI-076-00864,Active
865,164,DAT-164-00865,Database,Test,High,10.164.3.97,Active
866,94,ROU-094-00866,Router,Dev,Low,ROU-094-00866,Active
867,138,DAT-138-00867,Database,Test,Low,10.138.3.99,Active
868,197,FIR-197-00868,Firewall,Dev,Medium,10.197.3.100,Active
869,83,WOR-083-00869,Workstation,Prod,Low,10.83.3.101,Planned
870,12,FIR-012-00870,Firewall,Test,High,FIR-012-00870,Active
871,125,ROU-125-00871,Router,Prod,High,10.125.3.103,Active
872,100,CLO-100-00872,CloudVM,Dev,High,CLO-100-00872,Active
873,156,WOR-156-00873,Workstation,Prod,High,10.156.3.105,Active
874,21,CLO-021-00874,CloudVM,Prod,Medium,10.21.3.106,Active
875,107,WEB-107-00875,WebApp,Prod,Low,WEB-107-00875,Active
876,11,WOR-011-00876,Workstation,Dev,High,10.11.3.108,Active
877,133,WOR-133-00877,Workstation,Prod,Low,WOR-133-00877,Active
878,99,ROU-099-00878,Router,Test,Low,10.99.3.110,Active
879,146,FIR-146-00879,Firewall,Staging,Low,FIR-146-00879,Retired
880,164,WEB-164-00880,WebApp,Staging,Low,10.164.3.112,Active
881,27,FIR-027-00881,Firewall,Test,Low,10.27.3.113,Active
882,87,FIR-087-00882,Firewall,Staging,Medium,10.87.3.114,Active
883,141,WEB-141-00883,WebApp,Dev,Medium,10.141.3.115,Active
884,111,WEB-111-00884,WebApp,Test,Low,10.111.3.116,Active
885,97,SWI-097-00885,Switch,Dev,Medium,10.97.3.117,Active
886,102,SER-102-00886,Server,Prod,Medium,10.102.3.118,Active
887,133,FIR-133-00887,Firewall,Dev,High,FIR-133-00887,Active
888,57,ROU-057-00888,Router,Dev,High,10.57.3.120,Active
889,177,SWI-177-00889,Switch,Test,High,SWI-177-00889,Active
890,92,FIR-092-00890,Firewall,Test,Medium,FIR-092-00890,Active
891,150,ROU-150-00891,Router,Test,Medium,10.150.3.123,Retired
892,24,DAT-024-00892,Database,Test,Low,DAT-024-00892,Active
893,84,CLO-084-00893,CloudVM,Test,Medium,10.84.3.125,Active
894,177,WOR-177-00894,Workstation,Dev,High,10.177.3.126,Retired
895,148,DAT-148-00895,Database,Prod,High,10.148.3.127,Active
896,86,WEB-086-00896,WebApp,Staging,Medium,10.86.3.128,Retired
897,31,ROU-031-00897,Router,Prod,Low,10.31.3.129,Active
898,98,SER-098-00898,Server,Dev,Low,SER-098-00898,Planned
899,139,FIR-139-00899,Firewall,Dev,Low,10.139.3.131,Active
900,40,SER-040-00900,Server,Staging,Medium,10.40.3.132,Active
901,148,WOR-148-00901,Workstation,Test,Medium,WOR-148-00901,Active
902,101,FIR-101-00902,Firewall,Test,Medium,FIR-101-00902,Retired
903,147,SER-147-00903,Server,Staging,Medium,SER-147-00903,Retired
904,129,DAT-129-00904,Database,Test,High,10.129.3.136,Active
905,51,CLO-051-00905,CloudVM,Staging,Low,10.51.3.137,Active
906,144,ROU-144-00906,Router,Test,High,ROU-144-00906,Retired
907,111,WEB-111-00907,WebApp,Prod,High,10.111.3.139,Active
908,109,WEB-109-00908,WebApp,Dev,High,WEB-109-00908,Active
909,153,SER-153-00909,Server,Dev,High,10.153.3.141,Retired
910,158,CLO-158-00910,CloudVM,Test,Medium,CLO-158-00910,Active
911,60,ROU-060-00911,Router,Dev,High,10.60.3.143,Active
912,22,WOR-022-00912,Workstation,Prod,High,10.22.3.144,Active
913,38,SWI-038-00913,Switch,Prod,Medium,10.38.3.145,Active
914,29,SWI-029-00914,Switch,Staging,Medium,SWI-029-00914,Retired
915,54,ROU-054-00915,Router,Test,Low,10.54.3.147,Active
916,67,CLO-067-00916,CloudVM,Test,Low,10.67.3.148,Retired
917,5,DAT-005-00917,Database,Prod,Medium,DAT-005-00917,Active
918,73,ROU-073-00918,Router,Dev,High,10.73.3.150,Planned
919,3,WOR-003-00919,Workstation,Staging,Low,WOR-003-00919,Active
920,169,WEB-169-00920,WebApp,Prod,High,WEB-169-00920,Active
921,167,DAT-167-00921,Database,Test,Medium,10.167.3.153,Active
922,182,WOR-182-00922,Workstation,Dev,Medium,10.182.3.154,Active
923,137,WOR-137-00923,Workstation,Test,High,10.137.3.155,Active
924,118,SER-118-00924,Server,Prod,High,10.118.3.156,Retired
925,79,WEB-079-00925,WebApp,Staging,Medium,10.79.3.157,Active
926,5,WEB-005-00926,WebApp,Dev,Medium,10.5.3.158,Active
927,61,SWI-061-00927,Switch,Prod,Low,SWI-061-00927,Active
928,100,SER-100-00928,Server,Dev,High,SER-100-00928,Active
929,101,FIR-101-00929,Firewall,Prod,Low,FIR-101-00929,Active
930,174,ROU-174-00930,Router,Staging,High,10.174.3.162,Planned
931,110,SWI-110-00931,Switch,Dev,Medium,10.110.3.163,Planned
932,53,FIR-053-00932,Firewall,Test,High,FIR-053-00932,Retired
933,181,FIR-181-00933,Firewall,Staging,High,10.181.3.165,Active
934,145,FIR-145-00934,Firewall,Dev,High,10.145.3.166,Active
935,185,WOR-185-00935,Workstation,Test,Medium,10.185.3.167,Active
936,38,SER-038-00936,Server,Dev,Medium,10.38.3.168,Active
937,78,CLO-078-00937,CloudVM,Dev,High,10.78.3.169,Retired
938,28,FIR-028-00938,Firewall,Test,High,10.28.3.170,Active
939,157,SWI-157-00939,Switch,Test,Low,SWI-157-00939,Active
940,176,SER-176-00940,Server,Dev,High,10.176.3.172,Active
941,123,FIR-123-00941,Firewall,Staging,Low,10.123.3.173,Active
942,48,DAT-048-00942,Database,Staging,Medium,DAT-048-00942,Retired
943,50,ROU-050-00943,Router,Prod,Medium,10.50.3.175,Active
944,4,SWI-004-00944,Switch,Staging,High,10.4.3.176,Active
945,52,ROU-052-00945,Router,Prod,High,10.52.3.177,Planned
946,113,CLO-113-00946,CloudVM,Dev,Medium,10.113.3.178,Active
947,110,DAT-110-00947,Database,Prod,Low,10.110.3.179,Active
948,98,WEB-098-00948,WebApp,Staging,Low,10.98.3.180,Active
949,147,SER-147-00949,Server,Prod,Medium,10.147.3.181,Active
950,11,ROU-011-00950,Router,Staging,Low,ROU-011-00950,Active
951,100,SER-100-00951,Server,Test,Medium,10.100.3.183,Planned
952,78,SWI-078-00952,Switch,Staging,High,10.78.3.184,Active
953,157,SER-157-00953,Server,Test,Medium,10.157.3.185,Retired
954,116,WOR-116-00954,Workstation,Prod,High,10.116.3.186,Active
955,179,FIR-179-00955,Firewall,Staging,Medium,FIR-179-00955,Active
956,7,FIR-007-00956,Firewall,Staging,Low,10.7.3.188,Active
957,52,CLO-052-00957,CloudVM,Prod,Medium,CLO-052-00957,Active
958,167,FIR-167-00958,Firewall,Prod,High,FIR-167-00958,Active
959,116,WEB-116-00959,WebApp,Prod,Low,10.116.3.191,Retired
960,187,FIR-187-00960,Firewall,Staging,Low,FIR-187-00960,Active
961,197,FIR-197-00961,Firewall,Dev,Low,10.197.3.193,Active
962,39,FIR-039-00962,Firewall,Test,High,10.39.3.194,Active
963,14,DAT-014-00963,Database,Dev,Medium,10.14.3.195,Active
964,115,SWI-115-00964,Switch,Test,High,10.115.3.196,Active
965,52,SER-052-00965,Server,Dev,High,10.52.3.197,Active
966,128,SER-128-00966,Server,Staging,High,SER-128-00966,Active
967,169,CLO-169-00967,CloudVM,Staging,Medium,10.169.3.199,Active
968,154,SER-154-00968,Server,Test,Low,SER-154-00968,Active
969,161,ROU-161-00969,Router,Prod,High,ROU-161-00969,Active
970,168,WEB-168-00970,WebApp,Prod,High,10.168.3.202,Active
971,171,SWI-171-00971,Switch,Dev,High,SWI-171-00971,Active
972,107,FIR-107-00972,Firewall,Test,Low,FIR-107-00972,Retired
973,170,FIR-170-00973,Firewall,Staging,Low,10.170.3.205,Active
974,10,WOR-010-00974,Workstation,Dev,Medium,WOR-010-00974,Active
975,98,WOR-098-00975,Workstation,Staging,Low,WOR-098-00975,Active
976,121,FIR-121-00976,Firewall,Prod,Low,10.121.3.208,Planned
977,85,DAT-085-00977,Database,Test,Low,DAT-085-00977,Active
978,15,WOR-015-00978,Workstation,Prod,Medium,10.15.3.210,Active
979,155,SWI-155-00979,Switch,Staging,Low,10.155.3.211,Retired
980,67,WEB-067-00980,WebApp,Test,Low,10.67.3.212,Active
981,134,CLO-134-00981,CloudVM,Staging,High,10.134.3.213,Active
982,60,SWI-060-00982,Switch,Test,High,SWI-060-00982,Active
983,120,WOR-120-00983,Workstation,Test,Low,10.120.3.215,Active
984,106,SER-106-00984,Server,Dev,Medium,10.106.3.216,Planned
985,164,ROU-164-00985,Router,Prod,Low,ROU-164-00985,Active
986,73,SWI-073-00986,Switch,Prod,Medium,SWI-073-00986,Active
987,141,WEB-141-00987,WebApp,Prod,High,10.141.3.219,Active
988,88,DAT-088-00988,Database,Prod,High,DAT-088-00988,Active
989,87,CLO-087-00989,CloudVM,Staging,High,10.87.3.221,Active
990,124,FIR-124-00990,Firewall,Staging,Low,10.124.3.222,Active
991,119,DAT-119-00991,Database,Prod,Low,DAT-119-00991,Active
992,186,WEB-186-00992,WebApp,Prod,High,10.186.3.224,Active
993,85,WEB-085-00993,WebApp,Prod,High,WEB-085-00993,Active
994,8,WEB-008-00994,WebApp,Staging,Low,10.8.3.226,Active
995,43,DAT-043-00995,Database,Test,Low,DAT-043-00995,Active
996,193,SWI-193-00996,Switch,Dev,Low,SWI-193-00996,Active
997,106,WOR-106-00997,Workstation,Staging,High,WOR-106-00997,Planned
998,78,ROU-078-00998,Router,Dev,High,ROU-078-00998,Active
999,10,ROU-010-00999,Router,Prod,Medium,10.10.3.231,Active
1000,124,FIR-124-01000,Firewall,Test,Medium,10.124.3.232,Active
1001,188,SWI-188-01001,Switch,Dev,High,10.188.3.233,Active
1002,26,FIR-026-01002,Firewall,Test,Low,FIR-026-01002,Active
1003,100,WOR-100-01003,Workstation,Prod,Medium,10.100.3.235,Active
1004,176,WOR-176-01004,Workstation,Dev,Medium,10.176.3.236,Active
1005,27,SWI-027-01005,Switch,Prod,Low,10.27.3.237,Active
1006,164,ROU-164-01006,Router,Dev,High,ROU-164-01006,Active
1007,71,WEB-071-01007,WebApp,Staging,Low,WEB-071-01007,Active
1008,39,FIR-039-01008,Firewall,Dev,High,FIR-039-01008,Active
1009,160,WOR-160-01009,Workstation,Test,Low,WOR-160-01009,Retired
1010,82,SWI-082-01010,Switch,Test,Low,10.82.3.242,Active
1011,147,ROU-147-01011,Router,Test,High,ROU-147-01011,Active
1012,87,CLO-087-01012,CloudVM,Prod,High,CLO-087-01012,Active
1013,173,SER-173-01013,Server,Prod,Medium,SER-173-01013,Retired
1014,110,DAT-110-01014,Database,Test,Low,10.110.3.246,Active
1015,152,CLO-152-01015,CloudVM,Dev,Medium,CLO-152-01015,Retired
1016,51,WOR-051-01016,Workstation,Staging,Low,WOR-051-01016,Active
1017,179,CLO-179-01017,CloudVM,Prod,Medium,CLO-179-01017,Active
1018,165,CLO-165-01018,CloudVM,Staging,High,10.165.3.250,Retired
1019,37,SWI-037-01019,Switch,Dev,Medium,SWI-037-01019,Active
1020,171,WEB-171-01020,WebApp,Dev,Medium,10.171.3.252,Active
1021,17,CLO-017-01021,CloudVM,Prod,Medium,10.17.3.253,Active
1022,44,SWI-044-01022,Switch,Dev,Low,10.44.3.254,Retired
1023,131,WOR-131-01023,Workstation,Staging,Low,10.131.3.255,Active
1024,84,WOR-084-01024,Workstation,Dev,Low,10.84.4.0,Active
1025,152,DAT-152-01025,Database,Test,Low,DAT-152-01025,Active
1026,41,CLO-041-01026,CloudVM,Staging,High,CLO-041-01026,Active
1027,178,DAT-178-01027,Database,Staging,Low,10.178.4.3,Active
1028,140,ROU-140-01028,Router,Test,Low,10.140.4.4,Retired
1029,190,CLO-190-01029,CloudVM,Prod,Low,10.190.4.5,Retired
1030,84,WOR-084-01030,Workstation,Staging,High,WOR-084-01030,Retired
1031,104,WOR-104-01031,Workstation,Prod,Low,10.104.4.7,Active
1032,198,DAT-198-01032,Database,Dev,Medium,10.198.4.8,Active
1033,16,WOR-016-01033,Workstation,Test,High,10.16.4.9,Active
1034,194,SER-194-01034,Server,Test,Low,SER-194-01034,Active
1035,137,SWI-137-01035,Switch,Staging,Low,10.137.4.11,Active
1036,51,ROU-051-01036,Router,Dev,Medium,10.51.4.12,Retired
1037,174,SWI-174-01037,Switch,Staging,Low,10.174.4.13,Active
1038,89,WOR-089-01038,Workstation,Prod,Low,10.89.4.14,Active
1039,104,FIR-104-01039,Firewall,Dev,High,FIR-104-01039,Active
1040,141,SER-141-01040,Server,Prod,Low,10.141.4.16,Active
1041,92,WOR-092-01041,Workstation,Dev,High,WOR-092-01041,Active
1042,180,DAT-180-01042,Database,Dev,Low,DAT-180-01042,Active
1043,98,DAT-098-01043,Database,Test,Low,DAT-098-01043,Active
1044,36,ROU-036-01044,Router,Staging,Medium,10.36.4.20,Active
1045,40,SWI-040-01045,Switch,Test,High,SWI-040-01045,Active
1046,166,SER-166-01046,Server,Test,Low,10.166.4.22,Active
1047,169,DAT-169-01047,Database,Test,High,DAT-169-01047,Active
1048,107,CLO-107-01048,CloudVM,Staging,Low,CLO-107-01048,Active
1049,131,DAT-131-01049,Database,Staging,Medium,DAT-131-01049,Active
1050,48,DAT-048-01050,Database,Prod,Low,10.48.4.26,Active
1051,188,ROU-188-01051,Router,Dev,Medium,10.188.4.27,Active
1052,148,WEB-148-01052,WebApp,Prod,High,10.148.4.28,Active
1053,181,WEB-181-01053,WebApp,Prod,Low,10.181.4.29,Retired
1054,177,WOR-177-01054,Workstation,Test,Low,10.177.4.30,Active
1055,193,SWI-193-01055,Switch,Staging,Low,SWI-193-01055,Active
1056,157,WOR-157-01056,Workstation,Test,Medium,10.157.4.32,Active
1057,170,WOR-170-01057,Workstation,Dev,Low,WOR-170-01057,Active
1058,88,SER-088-01058,Server,Staging,Medium,10.88.4.34,Active
1059,121,WEB-121-01059,WebApp,Staging,Medium,10.121.4.35,Active
1060,76,SWI-076-01060,Switch,Test,High,10.76.4.36,Active
1061,153,SWI-153-01061,Switch,Dev,High,10.153.4.37,Active
1062,149,FIR-149-01062,Firewall,Prod,Low,10.149.4.38,Active
1063,189,SER-189-01063,Server,Dev,Medium,SER-189-01063,Active
1064,130,WOR-130-01064,Workstation,Dev,Medium,WOR-130-01064,Active
1065,72,SWI-072-01065,Switch,Dev,High,10.72.4.41,Active
1066,155,FIR-155-01066,Firewall,Test,Low,10.155.4.42,Active
1067,45,SWI-045-01067,Switch,Test,Medium,SWI-045-01067,Active
1068,136,SER-136-01068,Server,Dev,High,10.136.4.44,Active
1069,153,FIR-153-01069,Firewall,Staging,Medium,10.153.4.45,Planned
1070,61,CLO-061-01070,CloudVM,Test,High,10.61.4.46,Active
1071,89,SER-089-01071,Server,Dev,High,SER-089-01071,Retired
1072,119,DAT-119-01072,Database,Staging,Medium,10.119.4.48,Active
1073,193,ROU-193-01073,Router,Staging,Low,10.193.4.49,Active
1074,122,SWI-122-01074,Switch,Test,Low,10.122.4.50,Active
1075,4,SWI-004-01075,Switch,Staging,Medium,10.4.4.51,Active
1076,136,SER-136-01076,Server,Prod,Low,10.136.4.52,Active
1077,111,SWI-111-01077,Switch,Dev,Medium,SWI-111-01077,Active
1078,26,SWI-026-01078,Switch,Staging,Medium,10.26.4.54,Active
1079,192,ROU-192-01079,Router,Test,Low,ROU-192-01079,Retired
1080,177,FIR-177-01080,Firewall,Dev,Low,FIR-177-01080,Active
1081,3,WOR-003-01081,Workstation,Prod,Medium,WOR-003-01081,Active
1082,27,CLO-027-01082,CloudVM,Dev,High,10.27.4.58,Active
1083,65,ROU-065-01083,Router,Prod,High,10.65.4.59,Active
1084,15,ROU-015-01084,Router,Prod,Low,10.15.4.60,Active
1085,23,FIR-023-01085,Firewall,Staging,Low,10.23.4.61,Active
1086,166,FIR-166-01086,Firewall,Prod,Low,FIR-166-01086,Active
1087,76,CLO-076-01087,CloudVM,Prod,Low,10.76.4.63,Active
1088,71,DAT-071-01088,Database,Dev,Medium,DAT-071-01088,Planned
1089,19,SWI-019-01089,Switch,Prod,Medium,SWI-019-01089,Active
1090,16,SWI-016-01090,Switch,Dev,High,10.16.4.66,Active
1091,126,ROU-126-01091,Router,Staging,High,10.126.4.67,Planned
1092,28,FIR-028-01092,Firewall,Staging,High,10.28.4.68,Active
1093,28,CLO-028-01093,CloudVM,Dev,High,CLO-028-01093,Active
1094,19,SWI-019-01094,Switch,Staging,High,10.19.4.70,Planned
1095,39,SER-039-01095,Server,Prod,Low,SER-039-01095,Active
1096,39,WEB-039-01096,WebApp,Staging,Low,WEB-039-01096,Active
1097,182,CLO-182-01097,CloudVM,Staging,Medium,10.182.4.73,Active
1098,187,WOR-187-01098,Workstation,Test,High,WOR-187-01098,Active
1099,177,CLO-177-01099,CloudVM,Prod,Low,10.177.4.75,Active
1100,92,WEB-092-01100,WebApp,Dev,Medium,WEB-092-01100,Retired
1101,166,WOR-166-01101,Workstation,Dev,Low,10.166.4.77,Active
1102,88,WOR-088-01102,Workstation,Staging,Medium,10.88.4.78,Active
1103,46,SER-046-01103,Server,Staging,Low,SER-046-01103,Retired
1104,179,DAT-179-01104,Database,Prod,Low,10.179.4.80,Active
1105,125,WOR-125-01105,Workstation,Staging,Low,WOR-125-01105,Active
1106,10,ROU-010-01106,Router,Prod,Low,10.10.4.82,Active
1107,62,CLO-062-01107,CloudVM,Staging,High,10.62.4.83,Active
1108,165,SWI-165-01108,Switch,Staging,Low,10.165.4.84,Active
1109,116,SER-116-01109,Server,Prod,Medium,SER-116-01109,Retired
1110,185,SER-185-01110,Server,Staging,High,SER-185-01110,Active
1111,168,CLO-168-01111,CloudVM,Test,Low,10.168.4.87,Active
1112,19,SER-019-01112,Server,Test,Medium,10.19.4.88,Active
1113,121,SER-121-01113,Server,Test,Low,10.121.4.89,Retired
1114,4,FIR-004-01114,Firewall,Prod,Medium,10.4.4.90,Retired
1115,25,CLO-025-01115,CloudVM,Test,Low,CLO-025-01115,Active
1116,28,WOR-028-01116,Workstation,Staging,Low,10.28.4.92,Active
1117,57,WOR-057-01117,Workstation,Test,Medium,WOR-057-01117,Active
1118,189,DAT-189-01118,Database,Dev,High,10.189.4.94,Active
1119,148,FIR-148-01119,Firewall,Dev,High,10.148.4.95,Active
1120,152,FIR-152-01120,Firewall,Dev,High,FIR-152-01120,Active
1121,37,DAT-037-01121,Database,Test,Low,DAT-037-01121,Retired
1122,43,CLO-043-01122,CloudVM,Test,Low,CLO-043-01122,Active
1123,26,DAT-026-01123,Database,Test,High,10.26.4.99,Active
1124,21,SER-021-01124,Server,Prod,High,10.21.4.100,Active
1125,181,SWI-181-01125,Switch,Staging,Low,10.181.4.101,Active
1126,198,CLO-198-01126,CloudVM,Test,High,CLO-198-01126,Active
1127,70,CLO-070-01127,CloudVM,Staging,High,10.70.4.103,Active
1128,157,SER-157-01128,Server,Test,Low,10.157.4.104,Active
1129,23,SWI-023-01129,Switch,Dev,Medium,SWI-023-01129,Active
1130,61,ROU-061-01130,Router,Prod,Low,10.61.4.106,Planned
1131,159,WEB-159-01131,WebApp,Test,Medium,10.159.4.107,Active
1132,169,ROU-169-01132,Router,Dev,High,ROU-169-01132,Active
1133,39,CLO-039-01133,CloudVM,Staging,High,CLO-039-01133,Retired
1134,12,SER-012-01134,Server,Dev,Medium,SER-012-01134,Active
1135,65,WEB-065-01135,WebApp,Staging,High,WEB-065-01135,Active
1136,14,FIR-014-01136,Firewall,Test,High,10.14.4.112,Retired
1137,30,WOR-030-01137,Workstation,Test,Low,10.30.4.113,Active
1138,149,WEB-149-01138,WebApp,Staging,High,10.149.4.114,Active
1139,84,ROU-084-01139,Router,Prod,Medium,ROU-084-01139,Active
1140,61,DAT-061-01140,Database,Test,Medium,10.61.4.116,Active
1141,19,CLO-019-01141,CloudVM,Staging,High,10.19.4.117,Active
