IncAssetID,IncidentID,AssetID,IncAssetRoleInIncident
3442,7089,906,Unknown
3443,3172,155,Target
3444,3236,2154,Unknown
3445,2935,2165,Target
3446,4982,726,Unknown
3447,3400,4435,Target
3448,1282,4723,Target
3449,6994,2369,LateralMovement
3450,923,3983,LateralMovement
3451,2822,7123,Source
3452,6985,193,LateralMovement
3453,7409,1145,Target
3454,8314,1050,LateralMovement
3455,9423,3629,LateralMovement
3456,3073,5459,Source
3457,3807,5685,LateralMovement
3458,6680,1839,Target
3459,2049,2126,Target
3460,2944,6981,Unknown
3461,9796,4293,Target
3462,2360,492,Target
3463,2408,5297,Unknown
3464,5157,4551,Target
3465,9754,5003,Unknown
3466,9281,7051,Source
3467,4737,1028,Unknown
3468,2019,6887,LateralMovement
3469,8926,5808,LateralMovement
3470,7243,6012,Target
3471,5588,2682,Source
3472,8415,2228,Target
3473,7348,4938,Unknown
3474,2070,2851,Target
3475,4351,6102,Source
3476,682,5811,Target
3477,8758,1176,Source
3478,333,7193,Source
3479,6295,4699,Unknown
3480,1696,2132,LateralMovement
3481,152,4129,LateralMovement
3482,4790,7362,Source
3483,8228,6480,Unknown
3484,295,7283,Unknown
3485,9018,3642,Source
3486,8902,5045,LateralMovement
3487,1494,3437,LateralMovement
3488,9556,2799,Target
3489,4014,7219,Source
3490,2313,5239,Unknown
3491,3265,3404,LateralMovement
3492,8323,964,LateralMovement
3493,3282,4149,LateralMovement
3494,1169,2788,Target
3495,4088,4348,LateralMovement
3496,6375,3583,Target
3497,3294,3902,LateralMovement
3498,391,275,Unknown
3499,3683,3841,LateralMovement
3500,9342,3677,Unknown
3501,6161,886,Source
3502,6791,2152,LateralMovement
3503,8330,1286,LateralMovement
3504,9663,3844,Unknown
3505,3821,4524,LateralMovement
3506,3099,498,Target
3507,6672,6875,Target
3508,7690,2655,Unknown
3509,9379,2173,LateralMovement
3510,1847,6292,LateralMovement
3511,1938,2360,Target
3512,6571,3433,Source
3513,2285,847,Unknown
3514,4561,7402,Unknown
3515,5181,5566,Unknown
3516,4875,5423,Source
3517,8323,215,LateralMovement
3518,2529,235,LateralMovement
3519,424,1811,Source
3520,1462,880,Unknown
3521,1779,516,Unknown
3522,5110,3559,LateralMovement
3523,1192,5154,Target
3524,9381,543,Target
3525,4325,1723,Source
3526,2859,555,Target
3527,5142,2003,LateralMovement
3528,9753,6976,Unknown
3529,764,2877,Unknown
3530,3998,6642,Unknown
3531,1057,692,LateralMovement
3532,5611,2393,LateralMovement
3533,7119,6464,Source
3534,5084,6223,LateralMovement
3535,2414,1714,LateralMovement
3536,9580,6668,Target
3537,1645,1753,LateralMovement
3538,6162,3484,Unknown
3539,2735,1559,Target
3540,133,1859,LateralMovement
3541,2395,5478,Unknown
3542,6458,1935,Target
3543,22,3412,Unknown
3544,72,3438,Unknown
3545,7972,3472,Target
3546,5119,1454,Target
3547,75,4546,Unknown
3548,4095,1723,Source
3549,7191,6492,Unknown
3550,5184,1614,Source
3551,2659,4989,Source
3552,2690,1399,Target
3553,3337,2649,Source
3554,1704,2072,LateralMovement
3555,7041,5152,Unknown
3556,1895,2266,Target
3557,3980,5258,LateralMovement
3558,8771,7324,LateralMovement
3559,7428,3700,Source
3560,8185,1432,Target
3561,4041,6252,Target
3562,5375,3975,LateralMovement
3563,2197,2843,LateralMovement
3564,5811,4880,LateralMovement
3565,3773,217,Target
3566,8547,5355,Unknown
3567,5090,6341,Source
3568,4477,3404,Unknown
3569,2598,2217,Unknown
3570,7223,5756,LateralMovement
3571,4843,538,Target
3572,9796,4745,LateralMovement
3573,4650,3943,LateralMovement
3574,9952,2942,LateralMovement
3575,1601,1990,Target
3576,9205,1109,Target
3577,5746,2433,Unknown
3578,7450,4063,Source
3579,8118,4989,Source
3580,3526,439,Source
3581,1124,5716,LateralMovement
3582,3318,4492,Unknown
3583,4763,1152,LateralMovement
3584,5524,6312,Source
3585,2755,2371,LateralMovement
3586,1527,5080,Source
3587,4376,2741,Source
3588,8696,3505,Unknown
3589,2086,552,Source
3590,9152,1678,Source
3591,4196,7470,Source
3592,5802,6909,Unknown
3593,6380,6433,Source
3594,7501,4283,Source
3595,338,3101,LateralMovement
3596,5127,7395,Target
3597,3424,1573,Unknown
3598,6990,5318,LateralMovement
3599,7871,3810,Source
3600,7197,4417,Unknown
3601,6789,6302,Unknown
3602,7982,6383,LateralMovement
3603,5613,5765,LateralMovement
3604,6843,6053,Target
3605,2693,5802,Target
3606,2678,3889,Source
3607,2538,3747,Target
3608,3654,5946,Target
3609,6179,6989,Target
3610,545,697,Unknown
3611,7749,5658,Unknown
3612,5644,2563,Target
3613,6307,1653,Target
3614,3523,2168,LateralMovement
3615,852,746,Target
3616,5799,202,LateralMovement
3617,7364,5328,Source
3618,412,738,Source
3619,400,6874,Target
3620,79,7432,Target
3621,8936,2860,LateralMovement
3622,610,2811,Target
3623,3022,5887,Target
3624,8227,1671,Unknown
3625,2569,6270,Source
3626,3983,5137,Source
3627,6765,1423,Source
3628,2867,1813,Source
3629,5062,664,Source
3630,4780,359,Unknown
3631,5794,3921,Unknown
3632,3482,805,Source
3633,2551,4630,Unknown
3634,3315,456,Unknown
3635,5224,6298,Target
3636,4318,6764,Unknown
3637,1442,3810,LateralMovement
3638,2214,5935,LateralMovement
3639,484,5323,Source
3640,8211,5425,Source
3641,4399,1967,LateralMovement
3642,7310,5945,Unknown
3643,7046,129,Unknown
3644,1970,4282,LateralMovement
3645,4575,6244,Source
3646,5715,2491,Unknown
3647,2080,2993,LateralMovement
3648,1727,6762,Source
3649,712,5520,Target
3650,9921,4813,Unknown
3651,9368,6611,Target
3652,9078,991,Source
3653,5571,6114,Target
3654,95,5931,Target
3655,8857,3543,LateralMovement
3656,9588,4636,Target
3657,3700,6508,LateralMovement
3658,1503,3414,Target
3659,928,5591,LateralMovement
3660,3788,7493,LateralMovement
3661,1671,4574,LateralMovement
3662,2489,4755,Target
3663,990,6816,LateralMovement
3664,727,1113,Target
3665,9285,2304,Unknown
3666,5995,1662,Source
3667,2019,6180,Unknown
3668,3775,6517,Source
3669,5904,1362,Unknown
3670,6684,3236,LateralMovement
3671,341,6601,Target
3672,8760,2479,LateralMovement
3673,5306,5239,Source
3674,7445,3674,Target
3675,4949,2866,LateralMovement
3676,8234,4587,Unknown
3677,5021,1878,Source
3678,7051,1958,Target
3679,9497,6865,LateralMovement
3680,2509,1482,Source
3681,60,3188,Source
3682,1060,3989,Target
3683,4793,1870,Source
3684,3887,7274,Target
3685,6920,5698,Target
3686,4921,5633,Unknown
3687,3646,5740,Source
3688,1064,4623,LateralMovement
3689,6426,5122,Target
3690,3050,5928,Target
3691,9692,2730,Target
3692,7885,2267,LateralMovement
3693,5580,5041,Target
3694,4506,6069,Unknown
3695,1210,3242,LateralMovement
3696,5950,1650,Source
3697,7741,5517,Target
3698,5480,2269,Unknown
3699,5054,3441,Source
3700,9637,1991,LateralMovement
3701,1105,1320,Source
3702,3615,3696,Unknown
3703,2117,3328,Target
3704,4996,2444,Unknown
3705,4021,776,Unknown
3706,4034,1572,Source
3707,1521,5590,Target
3708,7811,5861,Target
3709,7271,5966,Target
3710,1797,4530,Unknown
3711,4120,6441,LateralMovement
3712,6603,6061,Source
3713,9788,2701,Unknown
3714,2256,3414,LateralMovement
3715,1040,3576,Unknown
3716,1947,1062,Target
3717,8563,2607,Unknown
3718,8613,3362,Target
3719,6389,4311,Unknown
3720,2542,2832,Unknown
3721,7649,3662,LateralMovement
3722,3738,2165,Target
3723,8294,6535,LateralMovement
3724,922,6017,Source
3725,4433,3001,Source
3726,5133,6158,LateralMovement
3727,1493,5999,Target
3728,1522,4488,Source
3729,7603,4178,Target
3730,4994,6309,Unknown
3731,6579,1844,Source
3732,7549,3599,Unknown
3733,2639,1872,LateralMovement
3734,5091,3326,Source
3735,874,5062,Source
3736,4577,3668,Unknown
3737,5462,2639,Unknown
3738,742,1175,Unknown
3739,1113,6889,Target
3740,7640,6951,LateralMovement
3741,8715,739,Target
3742,2405,638,Unknown
3743,4104,5182,LateralMovement
3744,6816,2863,Unknown
3745,7856,6232,Unknown
3746,2632,3750,Source
3747,2158,7377,LateralMovement
3748,3172,2982,Unknown
3749,6089,3665,Source
3750,5469,4162,Unknown
3751,9331,4480,LateralMovement
3752,5820,2620,Target
3753,8311,556,Source
3754,5809,2480,Source
3755,5965,7064,LateralMovement
3756,5470,5648,Source
3757,7237,1345,Target
3758,8208,6664,Target
3759,5414,7116,Source
3760,58,1368,Target
3761,3485,6173,Target
3762,2846,6954,Unknown
3763,9551,5180,Target
3764,7441,3986,Unknown
3765,4507,5179,Unknown
3766,1990,525,Target
3767,1493,2711,Source
3768,1338,5407,Unknown
3769,8721,4661,Unknown
3770,3303,2771,Unknown
3771,9524,1737,Target
3772,2135,6873,Target
3773,5242,5404,Target
3774,488,2916,Source
3775,2759,3028,LateralMovement
3776,1547,1708,LateralMovement
3777,561,292,Target
3778,8223,3141,Source
3779,4488,2131,Unknown
3780,1114,4419,LateralMovement
3781,9096,1906,Source
3782,195,3353,Source
3783,4041,650,LateralMovement
3784,3459,6616,Source
3785,7551,4315,Unknown
3786,9073,4461,LateralMovement
3787,6568,792,LateralMovement
3788,7611,3249,Unknown
3789,68,1651,Source
3790,237,5632,Target
3791,409,1759,Source
3792,2226,3442,Unknown
3793,5722,2651,LateralMovement
3794,1059,237,LateralMovement
3795,4278,6677,LateralMovement
3796,3215,7033,Target
3797,5155,2690,LateralMovement
3798,3872,4286,Source
3799,2230,6823,Source
3800,3035,5016,Target
3801,3542,864,LateralMovement
3802,6038,6531,Target
3803,5175,3476,Source
3804,4810,5477,LateralMovement
3805,1524,6584,Target
3806,4319,2811,Target
3807,8996,3322,LateralMovement
3808,1077,1373,Unknown
3809,8208,5677,LateralMovement
3810,8835,2958,Unknown
3811,6186,5829,LateralMovement
3812,2313,4049,Source
3813,4437,468,Target
3814,3255,6506,Source
3815,773,3996,LateralMovement
3816,7391,2845,Target
3817,7575,1365,Unknown
3818,9136,3133,Source
3819,3131,1649,Unknown
3820,830,2096,Source
3821,3873,3153,Source
3822,7016,7015,Unknown
3823,7105,2921,Unknown
3824,176,6752,Unknown
3825,605,1139,Source
3826,8380,4750,Target
3827,7597,2880,Unknown
3828,1551,6929,Source
3829,1217,728,LateralMovement
3830,4076,4715,LateralMovement
3831,8219,3107,Target
3832,9762,5439,Unknown
3833,3364,7461,LateralMovement
3834,506,1075,LateralMovement
3835,4628,751,LateralMovement
3836,516,6059,LateralMovement
3837,4929,4785,Unknown
3838,7799,2844,Unknown
3839,4822,5039,Unknown
3840,5264,2649,Unknown
3841,8850,4051,LateralMovement
3842,4505,1108,Source
3843,9772,6524,Unknown
3844,2977,658,LateralMovement
3845,2815,1946,Unknown
3846,84,6361,Target
3847,7120,615,Source
3848,6827,1937,LateralMovement
3849,2844,6840,Unknown
3850,6240,4206,Target
3851,6905,3402,Source
3852,3058,5972,Target
3853,5677,797,Source
3854,4280,5523,Unknown
3855,5964,1968,Source
3856,4157,2517,Source
3857,5160,781,Unknown
3858,219,6825,Target
3859,9641,7196,Target
3860,2736,2740,Target
3861,3247,871,Source
3862,8653,3714,Target
3863,1076,1736,Unknown
3864,6467,5203,Target
3865,4781,4547,Target
3866,5091,3547,LateralMovement
3867,3023,5840,Source
3868,3165,3778,Target
3869,2740,6981,LateralMovement
3870,9252,6687,LateralMovement
3871,4774,7192,Source
3872,6117,7492,Target
3873,5058,4651,Source
3874,8815,6995,Target
3875,4792,5391,Target
3876,5348,4012,Unknown
3877,3352,6004,Target
3878,5667,1237,Source
3879,8638,6905,Source
3880,1286,4935,Unknown
3881,8734,5101,Unknown
3882,8298,3984,LateralMovement
3883,8242,4543,Target
3884,7353,16,Target
3885,9931,1238,Source
3886,69,1225,Source
3887,6359,774,Source
3888,1531,7480,Source
3889,2082,2671,LateralMovement
3890,9772,5094,LateralMovement
3891,4563,5061,Target
3892,6422,4234,Source
3893,7323,5054,Unknown
3894,2622,2970,Unknown
3895,8536,2440,Target
3896,5477,7410,Source
3897,3436,1139,LateralMovement
3898,5138,3331,LateralMovement
3899,431,6674,Source
3900,4690,2330,LateralMovement
3901,3369,1786,Source
3902,6030,3688,Unknown
3903,7735,2727,Unknown
3904,3721,4279,Target
3905,9177,3494,Unknown
3906,1615,1965,LateralMovement
3907,8895,1161,Source
3908,3469,4027,Unknown
3909,2711,6383,LateralMovement
3910,2968,1739,Unknown
3911,6868,4384,LateralMovement
3912,6366,6681,LateralMovement
3913,9997,2911,Target
3914,1146,4564,LateralMovement
3915,91,3013,Target
3916,145,1713,Unknown
3917,922,4016,Target
3918,5084,3466,Unknown
3919,515,6716,Target
3920,8584,4591,Target
3921,9056,1207,Source
3922,3715,1728,Target
3923,1209,1879,LateralMovement
3924,3070,4235,Target
3925,542,4634,Source
3926,6103,5458,Source
3927,878,6447,LateralMovement
3928,1075,2129,Source
3929,9466,3493,Source
3930,6951,2080,LateralMovement
3931,3276,2905,Unknown
3932,639,1730,Unknown
3933,1628,4597,LateralMovement
3934,1661,5008,Source
3935,8654,5387,Unknown
3936,383,3924,Unknown
3937,1895,765,Source
3938,3427,1523,Source
3939,6582,6525,Unknown
3940,9227,1221,LateralMovement
3941,3762,5965,Unknown
3942,9169,5676,Target
3943,8475,7135,Unknown
3944,367,4955,Unknown
3945,3083,6950,LateralMovement
3946,3942,5129,Source
3947,3317,2966,Source
3948,1606,7417,Unknown
3949,5612,3003,Source
3950,4945,2252,LateralMovement
3951,8203,472,Source
3952,6345,3120,Target
3953,5353,6106,Source
3954,8760,925,Source
3955,1886,532,Source
3956,7974,6183,LateralMovement
3957,819,7257,Source
3958,4038,6829,Target
3959,986,3107,Target
3960,1496,2644,Source
3961,1725,923,LateralMovement
3962,2854,3757,Unknown
3963,5811,5773,Source
3964,3084,24,LateralMovement
3965,787,3115,Unknown
3966,5845,4361,Source
3967,3299,860,Unknown
3968,9498,6511,Source
3969,5570,3914,Unknown
3970,7184,1524,LateralMovement
3971,5511,1452,Source
3972,764,2560,Unknown
3973,7737,1021,LateralMovement
3974,6288,2231,LateralMovement
3975,2991,3706,LateralMovement
3976,7258,5935,Source
3977,4446,2212,LateralMovement
3978,3847,4770,Unknown
3979,6423,2217,Target
3980,7943,3737,LateralMovement
3981,2233,5555,LateralMovement
3982,3548,7166,Unknown
3983,7634,3801,Source
3984,6713,1530,Target
3985,9728,3881,Unknown
3986,5873,6241,Source
3987,4288,1042,Source
3988,2721,6040,LateralMovement
3989,1681,5858,Source
3990,3866,6962,LateralMovement
3991,7429,2521,LateralMovement
3992,3946,5818,Target
3993,3997,1459,LateralMovement
3994,4400,6685,Unknown
3995,377,5292,Target
3996,1973,5381,Unknown
3997,6347,5189,LateralMovement
3998,6904,4431,Target
3999,7689,2542,LateralMovement
4000,7948,2952,Source
4001,5441,532,Target
4002,5441,5073,LateralMovement
4003,8237,1670,Source
4004,5223,5252,Target
4005,2412,7345,Unknown
4006,3560,3685,Target
4007,7841,7148,Source
4008,2213,5826,Unknown
4009,2468,5191,Target
4010,7810,3202,Source
4011,1999,6255,Source
4012,9697,4809,Target
4013,9385,6928,LateralMovement
4014,7744,2800,Target
4015,2404,3275,Target
4016,7962,3464,Source
4017,648,1561,Unknown
4018,4944,1376,Source
4019,4449,4591,LateralMovement
4020,1057,536,Source
4021,1306,7296,Source
4022,4595,2158,LateralMovement
4023,9794,860,Target
4024,7149,1027,LateralMovement
4025,9722,4087,LateralMovement
4026,8019,5395,Unknown
4027,3824,152,Unknown
4028,7150,4832,LateralMovement
4029,6615,1898,LateralMovement
4030,2789,2135,Source
4031,4497,7369,LateralMovement
4032,529,6182,LateralMovement
4033,6317,4540,Target
4034,9639,4683,Target
4035,4336,4872,Unknown
4036,9280,2065,LateralMovement
4037,5071,2081,LateralMovement
4038,5126,3735,Unknown
4039,5915,213,Target
4040,4260,2419,Target
4041,7870,7089,Source
4042,8134,4158,Source
4043,1765,6529,Unknown
4044,6673,5804,Target
4045,6907,599,LateralMovement
4046,8743,3127,LateralMovement
4047,6602,6891,Target
4048,8852,7341,LateralMovement
4049,8689,2384,Unknown
4050,3280,1465,Target
4051,9858,2518,Unknown
4052,1187,4007,Target
4053,6907,2450,LateralMovement
4054,4332,1158,Unknown
4055,611,7208,Unknown
4056,3574,4650,LateralMovement
4057,781,92,Target
4058,1701,5938,LateralMovement
4059,6767,3462,LateralMovement
4060,5598,3536,Target
4061,9980,1648,Target
4062,7425,819,Source
4063,1692,2181,LateralMovement
4064,2384,4202,LateralMovement
4065,4356,1295,Unknown
4066,3056,3831,Target
4067,4647,1786,Unknown
4068,3521,4061,Target
4069,5151,5160,Source
4070,4985,1318,Target
4071,3984,175,Unknown
4072,5422,2190,Unknown
4073,8549,6827,Target
4074,1091,7172,Target
4075,385,3371,Target
4076,8050,4856,Source
4077,6625,3288,Target
4078,902,6539,Unknown
4079,1358,698,Unknown
4080,2094,2261,Target
4081,8926,6970,Unknown
4082,2054,4970,Target
4083,1512,3720,LateralMovement
4084,1254,2595,LateralMovement
4085,9130,2234,Target
4086,4859,7487,Unknown
4087,8025,4791,Source
4088,3294,1237,Target
4089,1886,6697,Unknown
4090,3104,3953,LateralMovement
4091,1920,6116,Unknown
4092,4388,6759,LateralMovement
4093,5859,2982,Unknown
4094,5021,7451,Unknown
4095,3617,3941,Source
4096,4217,6413,Target
4097,4034,3456,Unknown
4098,6770,2345,Unknown
4099,3133,1967,LateralMovement
4100,7798,5405,Source
4101,4280,1959,Source
4102,9802,7022,LateralMovement
4103,5871,6692,LateralMovement
4104,5958,2881,Source
4105,6666,3747,Unknown
4106,7630,4159,Source
4107,3436,471,LateralMovement
4108,506,1388,Source
4109,5876,496,Unknown
4110,9896,4562,Unknown
4111,7552,5593,Unknown
4112,9515,3271,LateralMovement
4113,2140,5462,Target
4114,6894,1725,LateralMovement
4115,5662,864,Target
4116,4387,3259,Source
4117,18,5128,Unknown
4118,7947,3337,Unknown
4119,9545,4890,LateralMovement
4120,4352,993,LateralMovement
4121,3862,2748,Unknown
4122,7472,3746,Unknown
4123,1694,817,LateralMovement
4124,2403,203,Target
4125,222,374,Source
4126,286,1628,Unknown
4127,2629,1667,Target
4128,5100,6904,Source
4129,8941,7375,Target
4130,6988,685,Source
4131,3776,5273,Unknown
4132,2724,1082,Source
4133,2689,1147,Unknown
4134,9470,6387,LateralMovement
4135,7090,1925,LateralMovement
4136,8280,5694,Source
4137,1928,3128,Source
4138,958,5413,LateralMovement
4139,7824,889,LateralMovement
4140,831,6549,Source
4141,2889,5916,Source
4142,9443,5834,Unknown
4143,7452,2220,Unknown
4144,5895,2854,Target
4145,9464,5832,LateralMovement
4146,6747,2921,Source
4147,17,84,Target
4148,7684,7248,LateralMovement
4149,2595,6913,Target
4150,3088,5199,LateralMovement
4151,2686,1269,Source
4152,7256,6869,LateralMovement
4153,1215,6912,Unknown
4154,1410,1529,Target
4155,6634,3108,Source
4156,5175,7401,Unknown
4157,5697,2804,Source
4158,1556,1523,Unknown
4159,7611,7417,Source
4160,8068,4785,Source
4161,3783,4280,Unknown
4162,7447,7056,Source
4163,2450,6726,Target
4164,4658,2503,LateralMovement
4165,8090,6512,LateralMovement
4166,6117,1405,Source
4167,9880,6971,LateralMovement
4168,6077,5854,Target
4169,682,3864,LateralMovement
4170,3028,7073,Unknown
4171,7585,4737,Source
4172,5746,395,LateralMovement
4173,79,3874,Target
4174,1950,7400,LateralMovement
4175,781,6458,Unknown
4176,8833,5311,Unknown
4177,9450,2642,Target
4178,1907,5203,LateralMovement
4179,5297,4024,Target
4180,2652,6552,Target
4181,7741,3776,Unknown
4182,1703,1638,Source
4183,5478,91,Source
4184,2725,5069,Unknown
4185,7632,5435,Unknown
4186,3480,2358,Source
4187,2176,5037,LateralMovement
4188,875,1895,LateralMovement
4189,8820,2727,Target
4190,9973,4214,LateralMovement
4191,9729,1292,Unknown
4192,555,1515,LateralMovement
4193,1558,5655,Unknown
4194,4799,5563,Target
4195,7036,4779,Target
4196,7685,940,Unknown
4197,2658,7211,Source
4198,2042,5931,LateralMovement
4199,1843,3991,Target
4200,1732,3584,Unknown
4201,3410,114,Source
4202,1095,4714,Unknown
4203,2899,5784,Target
4204,808,1733,LateralMovement
4205,7651,7068,LateralMovement
4206,1479,1057,Target
4207,2587,4049,Target
4208,4776,5322,Unknown
4209,9220,7119,Target
4210,203,2647,Target
4211,5908,1456,Unknown
4212,6081,3616,Unknown
4213,7353,4519,LateralMovement
4214,7719,4288,LateralMovement
4215,4919,1131,Source
4216,308,3499,Unknown
4217,4215,7161,LateralMovement
4218,4915,5890,Unknown
4219,6968,2681,Unknown
4220,3829,1823,LateralMovement
4221,7970,1905,Unknown
4222,8834,5085,LateralMovement
4223,2854,7418,Source
4224,2851,4385,Unknown
4225,9247,4778,Unknown
4226,266,1415,Unknown
4227,7063,6849,Target
4228,804,3404,LateralMovement
4229,8208,2147,LateralMovement
4230,5374,2993,LateralMovement
4231,717,3478,Source
4232,2769,2701,LateralMovement
4233,8827,931,Source
4234,1956,2659,LateralMovement
4235,1571,5230,Unknown
4236,1072,4895,Target
4237,683,4620,Source
4238,1004,1603,Source
4239,2205,2257,Source
4240,3219,4233,LateralMovement
4241,9097,4524,Source
4242,8417,5847,Source
4243,4000,5810,Target
4244,4693,2783,Unknown
4245,8008,2162,Source
4246,9127,5319,Unknown
4247,5706,5784,Source
4248,5794,3318,LateralMovement
4249,1485,7198,Source
4250,7084,3150,Unknown
4251,4772,7234,LateralMovement
4252,1132,7413,Unknown
4253,468,2574,LateralMovement
4254,9595,6418,LateralMovement
4255,4317,6181,Target
4256,2941,1793,Unknown
4257,8907,2624,Source
4258,1977,2850,Source
4259,7764,6221,LateralMovement
4260,6739,5114,Source
4261,485,664,Source
4262,2205,4917,Source
4263,2408,7478,Target
4264,1980,107,Source
4265,8978,6212,Target
4266,9540,7050,Unknown
4267,3853,3682,Source
4268,7675,2417,Target
4269,6961,4612,LateralMovement
4270,7468,472,Source
4271,7035,818,Target
4272,5866,4159,Target
4273,3917,1324,Target
4274,1364,3217,Unknown
4275,5657,3177,Target
4276,6375,2335,Target
4277,9303,2421,Target
4278,7290,3924,Source
4279,7065,6761,Unknown
4280,5237,347,Target
4281,5260,7405,Target
4282,8043,4036,LateralMovement
4283,9132,4413,Source
4284,4786,2087,Source
4285,1328,6919,Unknown
4286,689,6316,Unknown
4287,666,2597,LateralMovement
4288,4360,6687,Target
4289,6117,5964,LateralMovement
4290,7811,377,Unknown
4291,8018,845,Source
4292,5161,1874,LateralMovement
4293,4003,1358,Target
4294,3213,5059,LateralMovement
4295,3551,1390,Target
4296,9351,1669,LateralMovement
4297,3488,5194,Unknown
4298,5884,387,Unknown
4299,5538,1961,Unknown
4300,5944,2412,LateralMovement
4301,8161,4075,Target
4302,7527,4882,Source
4303,7553,2775,Source
4304,6829,5334,Unknown
4305,9138,1098,Unknown
4306,8393,3375,Source
4307,3642,551,Unknown
4308,8193,3518,LateralMovement
4309,3259,3776,Source
4310,303,6670,Unknown
4311,5278,5598,LateralMovement
4312,7954,7126,Target
4313,8408,5065,Source
4314,4255,7304,Target
4315,314,6145,LateralMovement
4316,3208,7447,LateralMovement
4317,7407,2181,Unknown
4318,5994,2104,Source
4319,4003,4267,Target
4320,4675,338,Target
4321,994,3949,Target
4322,7255,4643,Unknown
4323,7317,1398,Source
4324,2868,6704,Unknown
4325,2551,6577,Source
4326,3007,2230,Source
4327,6392,7283,LateralMovement
4328,9511,1400,Unknown
4329,8196,6284,Source
4330,828,2909,Source
4331,6512,4507,Unknown
4332,3684,1855,Target
4333,3272,2400,LateralMovement
4334,9652,6686,LateralMovement
4335,4918,4822,Source
4336,2446,6011,LateralMovement
4337,9877,3825,Unknown
4338,7247,5105,Source
4339,5183,3117,Source
4340,830,5406,Target
4341,4175,4062,Source
4342,694,3514,LateralMovement
4343,5925,454,Unknown
4344,6090,4952,LateralMovement
4345,3321,7154,Target
4346,2483,2378,Source
4347,6881,7413,Unknown
4348,4037,2505,Source
4349,3927,6306,Target
4350,9875,3795,LateralMovement
4351,3587,1249,Unknown
4352,4830,5315,Unknown
4353,7371,4296,Unknown
4354,2514,4309,LateralMovement
4355,7768,459,LateralMovement
4356,7952,5676,Target
4357,7949,3005,Source
4358,9671,2361,LateralMovement
4359,842,4128,Unknown
4360,7270,5408,Source
4361,3974,4067,Source
4362,5146,1542,Target
4363,5475,5953,Unknown
4364,2996,5424,LateralMovement
4365,1468,3951,Unknown
4366,8964,4020,Source
4367,7419,4102,Unknown
4368,6081,3054,Source
4369,4018,6457,LateralMovement
4370,1655,488,Source
4371,1480,7324,Source
4372,5895,1667,Source
4373,720,3244,Target
4374,7302,1273,Source
4375,8663,3907,Source
4376,4281,2016,Source
4377,6312,30,LateralMovement
4378,7071,6600,Unknown
4379,1054,4970,Source
4380,5151,3046,LateralMovement
4381,9707,5634,LateralMovement
4382,8195,4008,Source
4383,6018,2359,LateralMovement
4384,2680,90,Source
4385,6907,2301,Unknown
4386,6155,2373,LateralMovement
4387,9518,1741,Target
4388,6402,6601,Source
4389,373,4193,LateralMovement
4390,9736,5709,Target
4391,9482,4570,Target
4392,193,3497,LateralMovement
4393,4419,2703,Source
4394,9248,5746,Target
4395,8665,4363,Source
4396,2831,6389,Unknown
4397,921,2474,Source
4398,6895,3329,Source
4399,1429,3675,Source
4400,6906,6401,Target
4401,3336,3530,Source
4402,4753,1048,Source
4403,8752,556,Unknown
4404,3792,3367,LateralMovement
4405,2683,5499,Unknown
4406,7752,5630,LateralMovement
4407,6919,373,Unknown
4408,6036,6324,Source
4409,1334,3648,Source
4410,7029,4606,Unknown
4411,4432,2232,Unknown
4412,2063,6296,Target
4413,9181,4669,LateralMovement
4414,971,448,Unknown
4415,3750,284,Source
4416,1136,42,Source
4417,2122,2452,Unknown
4418,6040,6682,LateralMovement
4419,9455,3546,Source
4420,5069,6050,LateralMovement
4421,1725,7036,LateralMovement
4422,7297,131,Target
4423,2917,4584,Target
4424,7100,6403,LateralMovement
4425,7509,3518,LateralMovement
4426,7557,1179,LateralMovement
4427,308,2993,Source
4428,2180,7348,Target
4429,613,5699,Unknown
4430,4512,7004,Unknown
4431,491,1529,Source
4432,1276,3748,LateralMovement
4433,3747,3944,Target
4434,6053,4691,LateralMovement
4435,4725,5043,LateralMovement
4436,4544,3364,Unknown
4437,9517,3759,LateralMovement
4438,5793,5850,LateralMovement
4439,4578,3236,Unknown
4440,7761,2583,Source
4441,7428,1077,Unknown
4442,8569,4964,Source
4443,5670,4690,Target
4444,7184,835,Source
4445,1783,5653,Source
4446,3852,3164,Unknown
4447,7306,6382,Source
4448,6091,598,Source
4449,1903,5667,Unknown
4450,7995,7285,Unknown
4451,9853,2434,LateralMovement
4452,183,2930,LateralMovement
4453,4537,935,Target
4454,828,4756,Unknown
4455,6612,5378,Target
4456,1839,4198,Unknown
4457,8344,5108,Source
4458,9792,4110,Unknown
4459,3491,5322,Target
4460,5475,6826,Target
4461,2390,936,Unknown
4462,4003,4228,LateralMovement
4463,4536,3855,Unknown
4464,7716,2103,Target
4465,385,5440,Source
4466,8145,4928,Target
4467,3207,2301,LateralMovement
4468,4082,2508,Target
4469,7309,3377,LateralMovement
4470,6949,464,Target
4471,1884,4903,Source
4472,8562,805,LateralMovement
4473,7361,1158,Source
4474,3170,2186,LateralMovement
4475,4843,2024,Source
4476,7918,973,Source
4477,767,2709,Unknown
4478,562,4760,LateralMovement
4479,4090,4778,Unknown
4480,2261,2875,Target
4481,2117,4263,Target
4482,2068,804,LateralMovement
4483,3566,3692,LateralMovement
4484,9074,3958,Source
4485,3449,6917,Source
4486,4413,2734,Unknown
4487,5530,3115,Unknown
4488,1912,2354,LateralMovement
